Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
16/7/2021;5:00;0,27;0,24;1;22;20;6,96;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/7/2021;4:00;0,26;0,25;0;12;12;6,92;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/7/2021;3:00;0,25;0,26;0;12;12;6,96;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/7/2021;2:00;0,25;0,28;0;11;11;7,13;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
16/7/2021;1:00;0,22;0,29;0;9;9;7,25;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;24:00:00;0,22;0,3;0;8;8;7,42;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;23:00;0,23;0,3;0;9;9;7,25;Muy bueno / Oso ona;7;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;22:00;0,26;0,3;3;14;10;7,21;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;21:00;0,28;0,31;3;19;15;7,13;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;20:00;0,33;0,31;3;20;16;7,13;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;19:00;0,34;0,3;3;19;14;7,29;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;18:00;0,36;0,29;4;17;11;7,33;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;17:00;0,3;0,29;4;16;10;7,38;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;16:00;0,27;0,29;2;12;9;7,29;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;15:00;0,29;0,29;5;17;10;7,25;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;14:00;0,32;0,28;5;18;10;7,29;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;13:00;0,33;0,27;4;14;8;7,25;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;12:00;0,27;0,26;4;16;9;7,33;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;11:00;0,26;0,26;4;16;10;7,29;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;10:00;0,26;0,25;5;19;11;7,29;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;9:00;0,3;0,25;7;22;12;7,13;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;8:00;0,28;0,24;5;22;14;7,17;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;7:00;0,26;0,24;2;21;18;7,38;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;6:00;0,26;0,23;6;25;16;7,54;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;5:00;0,24;0,23;2;13;11;7,75;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;4:00;0,24;0,24;1;11;9;7,71;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;3:00;0,23;0,25;0;8;7;7,58;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;2:00;0,23;0,26;1;10;9;7,5;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/7/2021;1:00;0,25;0,27;2;13;10;7,38;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;24:00:00;0,23;0,27;0;7;7;7,21;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;23:00;0,23;0,28;1;8;7;7,33;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;22:00;0,26;0,28;1;10;8;7,42;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;21:00;0,26;0,28;2;15;12;7,46;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;20:00;0,32;0,28;5;20;13;7,42;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;19:00;0,3;0,27;4;21;15;7,29;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;18:00;0,27;0,28;5;21;13;7,29;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;17:00;0,28;0,28;5;20;12;7,25;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;16:00;0,3;0,28;5;18;11;7,17;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;15:00;0,26;0,27;4;17;12;7,29;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;14:00;0,22;0,28;5;17;9;7,33;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;13:00;0,28;0,28;6;22;12;7,33;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;12:00;0,29;0,28;4;15;10;7,17;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;11:00;0,3;0,27;5;18;11;7,13;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;10:00;0,29;0,26;6;26;17;7;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;9:00;0,3;0,25;6;28;19;7,08;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;8:00;0,26;0,24;4;20;14;7,04;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;7:00;0,27;0,24;7;34;24;6,96;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;6:00;0,25;0,24;5;25;17;6,75;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;5:00;0,26;0,24;4;22;16;6,46;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;4:00;0,25;0,25;1;9;7;6,38;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;3:00;0,23;0,27;0;3;3;6,38;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;2:00;0,22;0,28;0;3;3;6,25;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
14/7/2021;1:00;0,24;0,3;3;8;4;6,17;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/7/2021;24:00:00;0,23;0,3;0;4;4;6,04;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/7/2021;23:00;0,24;0,3;5;14;6;5,92;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/7/2021;22:00;0,27;0,31;2;11;7;5,71;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/7/2021;21:00;0,28;0,32;3;15;11;5,63;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
13/7/2021;20:00;0,33;0,32;3;16;11;5,54;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/7/2021;19:00;0,34;0,31;3;17;12;5,38;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/7/2021;18:00;0,33;0,31;4;16;11;5,13;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/7/2021;17:00;0,3;0,31;3;14;9;4,96;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/7/2021;16:00;0,3;0,31;4;13;8;4,96;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/7/2021;15:00;0,3;0,3;4;14;8;4,96;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/7/2021;14:00;0,33;0,3;6;16;7;5;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/7/2021;13:00;0,29;0,29;4;11;6;5,13;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/7/2021;12:00;0,33;0,28;5;18;10;5,33;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
